Old value,Prediction
170000.00,202403.61
550000.00,602700.31
3200000.00,2834894.00
100000.00,144091.27
800000.00,920917.62
230000.00,252617.56
7000000.00,6661575.50
675000.00,609081.06
160000.00,195993.38
60000.00,267967.38
240000.00,215524.11
120000.00,274928.81
230000.00,271728.84
8000000.00,7569076.00
90000.00,-145700.16
825000.00,791788.06
875000.00,1129103.38
400000.00,325181.09
4600000.00,4411913.00
900000.00,874039.38
525000.00,451758.75
475000.00,481154.28
1600000.00,1432615.75
1400000.00,1304949.25
475000.00,609081.06
6500000.00,6400598.50
475000.00,219091.23
325000.00,366768.75
1300000.00,1368537.62
1200000.00,994897.62
350000.00,378332.16
450000.00,440397.00
500000.00,503881.84
130000.00,175436.08
1000000.00,1059280.62
8000000.00,7489085.00
550000.00,478869.03
700000.00,677873.25
9500000.00,10002598.00
425000.00,395624.03
130000.00,195993.38
200000.00,201084.83
400000.00,440397.00
1200000.00,1000344.31
200000.00,195910.42
350000.00,355852.91
1100000.00,890107.00
500000.00,516006.19
375000.00,456758.50
375000.00,394556.97
60000.00,195993.38
600000.00,529922.56
375000.00,330355.50
18000000.00,18102612.00
975000.00,1007906.75
280000.00,347338.03
120000.00,-70264.09
280000.00,665328.06
1400000.00,1842679.75
22500000.00,20454350.00
4500000.00,4267986.00
1400000.00,1712006.00
160000.00,221559.72
325000.00,375232.00
2900000.00,3178508.00
900000.00,939124.94
550000.00,168948.86
2400000.00,2296686.50
140000.00,221559.72
3600000.00,3223012.00
39000000.00,38422712.00
975000.00,934117.25
300000.00,310976.41
5500000.00,6108753.50
1300000.00,1402211.88
5500000.00,6513573.50
700000.00,647568.69
1200000.00,1155211.50
230000.00,236081.41
5500000.00,5123423.00
325000.00,367833.00
5000000.00,5282734.00
800000.00,838200.44
250000.00,243927.66
20000.00,-147230.91
210000.00,236081.41
280000.00,285933.53
450000.00,547102.25
300000.00,426192.31
100000.00,201167.78
230000.00,236081.41
190000.00,202403.61
8000000.00,6980707.50
5500000.00,4602948.50
17500000.00,16816502.00
525000.00,498707.44
400000.00,596669.81
325000.00,355852.91
900000.00,843904.88
120000.00,189640.73
210000.00,458778.12
0.00,133167.89
1400000.00,1218145.12
120000.00,175436.08
375000.00,386585.59
1900000.00,1925732.62
2400000.00,1993356.38
700000.00,725619.75
1500000.00,1765994.38
1300000.00,1270508.00
300000.00,327472.53
7500000.00,7193408.50
625000.00,498707.44
725000.00,742124.50
650000.00,577133.88
3300000.00,3319223.25
3200000.00,2571456.00
525000.00,559038.19
250000.00,370347.22
5000000.00,5158668.50
3100000.00,3451353.50
140000.00,195993.38
60000.00,144091.27
230000.00,195993.38
425000.00,425003.91
7500000.00,6755478.00
675000.00,724205.88
180000.00,236081.41
325000.00,370057.59
220000.00,208756.25
150000.00,195993.38
160000.00,208756.25
190000.00,267967.38
975000.00,831559.19
140000.00,210198.03
70000.00,-187206.33
1800000.00,1901956.62
475000.00,503881.84
150000.00,-11624.72
600000.00,571959.50
1000000.00,1198684.88
2300000.00,1968050.75
130000.00,8902.91
60000.00,144091.27
425000.00,306224.38
11000000.00,12096170.00
8000000.00,7990125.50
650000.00,697899.44
5000000.00,5302564.50
400000.00,281180.44
190000.00,-46839.49
575000.00,625045.38
325000.00,678448.56
1100000.00,1042827.94
525000.00,516006.19
325000.00,361285.28
1100000.00,853007.44
325000.00,325181.09
675000.00,821184.50
650000.00,619825.25
300000.00,325181.09
190000.00,175436.08
1100000.00,803843.94
700000.00,672698.88
240000.00,222960.91
900000.00,891855.00
1200000.00,1313424.12
160000.00,150874.78
6000000.00,6248049.00
280000.00,370057.59
2400000.00,2212410.00
300000.00,211939.86
3200000.00,3190644.25
230000.00,652565.19
1000000.00,1000303.00
575000.00,609081.06
925000.00,866288.56
600000.00,535867.00
1100000.00,1112653.75
925000.00,949479.38
3000000.00,2798907.50
1400000.00,1746131.75
90000.00,180610.48
425000.00,381419.34
550000.00,590426.56
1000000.00,811207.50
0.00,-296630.50
375000.00,367956.25
600000.00,629849.75
70000.00,17779.34
140000.00,210198.03
70000.00,144091.27
120000.00,267967.38
190000.00,140463.84
100000.00,193435.14
80000.00,195993.38
1300000.00,1113619.50
170000.00,208756.25
925000.00,907483.25
950000.00,1216311.75
300000.00,297295.28
375000.00,271728.84
80000.00,210198.03
400000.00,310976.41
475000.00,501801.50
1400000.00,1819666.62
130000.00,195993.38
4200000.00,3733206.25
475000.00,617003.94
1100000.00,950728.06
950000.00,856264.12
425000.00,365329.47
975000.00,903345.56
23500000.00,21465346.00
10000000.00,13069846.00
12500000.00,13699178.00
450000.00,355852.91
4300000.00,4393959.50
2400000.00,2136564.50
260000.00,375232.00
1200000.00,1457314.75
500000.00,592327.94
190000.00,173629.09
280000.00,437955.03
825000.00,848712.31
450000.00,484502.75
625000.00,597525.94
500000.00,781039.12
2500000.00,2162861.25
1200000.00,1171798.88
170000.00,144091.27
700000.00,823995.75
50000.00,144091.27
400000.00,381419.34
350000.00,489677.16
35000000.00,37196308.00
850000.00,722065.12
5000000.00,4846110.00
50000.00,175436.08
475000.00,426192.31
925000.00,944267.94
800000.00,1049105.38
425000.00,372498.97
750000.00,648596.69
90000.00,195993.38
825000.00,724126.12
2200000.00,3489059.25
3400000.00,2890254.75
750000.00,682332.81
350000.00,395624.03
325000.00,392693.56
2800000.00,2927371.00
975000.00,950106.19
140000.00,221876.78
675000.00,708668.06
8500000.00,8990408.00
800000.00,714101.62
290000.00,325707.00
1200000.00,1107878.12
1300000.00,1364172.62
300000.00,294966.16
575000.00,426192.31
90000.00,195993.38
925000.00,1328988.38
1200000.00,1251964.62
1100000.00,1000770.81
500000.00,596818.50
0.00,663552.06
350000.00,376986.53
575000.00,668715.94
2900000.00,3178508.00
2800000.00,2629466.25
850000.00,815465.00
160000.00,210198.03
625000.00,756417.94
0.00,62045.79
32000000.00,34913136.00
13500000.00,13833106.00
7000000.00,6935327.50
325000.00,196433.53
600000.00,717366.12
120000.00,-177792.23
1300000.00,1326862.50
825000.00,852843.44
9000000.00,8388610.00
120000.00,144091.27
1900000.00,2150897.75
525000.00,500533.44
2100000.00,1849531.25
70000.00,-152294.86
22000000.00,21691598.00
375000.00,363642.72
38000000.00,34626360.00
450000.00,682332.81
700000.00,708927.25
500000.00,520477.16
425000.00,312168.41
1300000.00,1294540.38
525000.00,498707.44
850000.00,744518.19
750000.00,632290.06
750000.00,822407.81
375000.00,150273.47
775000.00,758970.00
375000.00,362781.84
450000.00,465963.44
4500000.00,4689935.50
500000.00,451758.75
2200000.00,2242788.75
550000.00,495370.31
180000.00,221876.78
120000.00,195993.38
800000.00,1221434.50
350000.00,360320.34
1700000.00,1865801.12
675000.00,533471.75
5500000.00,5681291.50
120000.00,144091.27
575000.00,693644.69
250000.00,183754.86
775000.00,709063.06
200000.00,204667.53
625000.00,681466.12
1300000.00,1442593.75
2600000.00,2408645.50
525000.00,531293.75
15500000.00,13224124.00
575000.00,475247.78
750000.00,754091.00
200000.00,208756.25
1100000.00,1013718.88
130000.00,195993.38
7500000.00,7830035.00
9500000.00,10256054.00
140000.00,-58963.82
550000.00,509980.59
1100000.00,995596.44
190000.00,224779.92
800000.00,827247.94
1000000.00,1000770.81
230000.00,168011.92
525000.00,533471.75
100000.00,175436.08
450000.00,405196.84
240000.00,310976.41
475000.00,470963.19
475000.00,449138.91
100000.00,144091.27
4200000.00,4141896.25
110000.00,175436.08
350000.00,293806.41
425000.00,370057.59
0.00,-187949.23
3000000.00,2691432.00
3200000.00,2878104.25
160000.00,208756.25
10500000.00,11195226.00
1300000.00,1328881.38
5500000.00,5465173.50
20000.00,-134110.38
140000.00,126027.94
425000.00,440397.00
11500000.00,11598578.00
260000.00,457336.34
1000000.00,753715.88
675000.00,637464.44
1000000.00,953329.62
675000.00,807251.69
600000.00,574316.94
0.00,212118.69
750000.00,758970.00
100000.00,144091.27
850000.00,894315.25
1700000.00,1950617.50
110000.00,144091.27
725000.00,702686.06
260000.00,127380.09
375000.00,251171.58
5500000.00,5102056.50
1800000.00,1666312.12
290000.00,310976.41
6000000.00,5339741.50
250000.00,285935.88
8000000.00,7682163.50
1700000.00,1888044.62
575000.00,610586.56
220000.00,236081.41
1200000.00,1483108.50
475000.00,440108.62
325000.00,370057.59
500000.00,506272.44
1300000.00,1705201.25
800000.00,753715.88
5500000.00,5990713.00
950000.00,829325.06
8000000.00,6534402.00
1300000.00,1113025.38
160000.00,189640.73
1900000.00,1760717.62
325000.00,347338.03
150000.00,236081.41
350000.00,369213.56
14000000.00,14160670.00
3400000.00,2975787.50
150000.00,195993.38
180000.00,222960.91
700000.00,733029.44
1100000.00,916366.06
825000.00,708927.25
220000.00,315318.88
1200000.00,1349835.12
280000.00,-52824.98
3200000.00,3134955.75
7000000.00,6939689.00
1800000.00,1626888.25
775000.00,885431.94
1600000.00,1654840.12
90000.00,195993.38
140000.00,201167.78
450000.00,389813.94
5500000.00,5837513.50
140000.00,102743.35
140000.00,97568.94
5000000.00,5111895.50
375000.00,431366.72
1800000.00,1796992.50
110000.00,195993.38
925000.00,792391.81
60000.00,195993.38
1800000.00,1711973.75
250000.00,284365.28
650000.00,653771.06
8000000.00,8194470.50
950000.00,921540.44
500000.00,507130.09
260000.00,215524.11
725000.00,671611.06
900000.00,805992.75
57000000.00,49045728.00
1500000.00,2357585.25
6000000.00,5703156.00
6500000.00,5714381.50
3200000.00,3856420.75
550000.00,634392.00
425000.00,395624.03
600000.00,571959.50
9500000.00,9629298.00
1200000.00,881959.31
7500000.00,7697406.50
675000.00,812259.81
450000.00,419065.75
775000.00,837136.94
475000.00,458313.31
725000.00,533142.50
750000.00,805992.75
14000000.00,14100486.00
325000.00,276229.72
4400000.00,4157940.00
240000.00,564799.00
525000.00,623561.31
300000.00,294966.16
70000.00,195993.38
70000.00,144091.27
850000.00,749692.56
300000.00,310976.41
3600000.00,3412564.50
850000.00,860158.75
625000.00,704747.06
140000.00,144091.27
600000.00,670632.56
100000.00,208756.25
120000.00,193435.14
425000.00,434934.22
550000.00,440397.00
650000.00,686195.75
500000.00,536565.81
1200000.00,1068877.12
28000000.00,29503990.00
825000.00,791788.06
950000.00,794560.94
1700000.00,1508757.62
950000.00,845931.25
875000.00,1097222.62
9000000.00,8588790.00
825000.00,937855.06
150000.00,-147504.25
1200000.00,1363154.00
800000.00,855668.19
1800000.00,2933861.75
300000.00,307412.50
1000000.00,765077.62
170000.00,41511.29
3800000.00,3509023.50
220000.00,241059.38
3200000.00,4047186.00
475000.00,498707.44
3300000.00,2743460.50
375000.00,355852.91
90000.00,195993.38
10500000.00,11227674.00
1200000.00,1282069.38
300000.00,332646.94
4600000.00,4139927.00
375000.00,355852.91
250000.00,183754.86
2700000.00,2248808.25
15500000.00,14540018.00
7500000.00,8212646.50
825000.00,831559.19
1000000.00,880903.12
11500000.00,11172322.00
500000.00,413344.56
1000000.00,966047.06
11000000.00,9763968.00
300000.00,259597.88
425000.00,386703.66
1500000.00,1653124.00
8500000.00,8199676.00
800000.00,737411.00
270000.00,257505.47
925000.00,758271.19
375000.00,445571.41
525000.00,829524.62
350000.00,271728.84
550000.00,528756.31
475000.00,465963.44
425000.00,431366.72
1500000.00,1817188.62
1000000.00,1167673.88
9000000.00,9162494.00
10500000.00,9820628.00
60000.00,144091.27
350000.00,440397.00
4800000.00,4700857.50
525000.00,535395.81
0.00,242782.16
875000.00,724126.12
350000.00,397711.25
4800000.00,4639467.00
2400000.00,2149592.00
1300000.00,1255208.12
5000000.00,5353154.00
2700000.00,2313571.00
1400000.00,1179506.75
1100000.00,1044811.69
1200000.00,1000344.31
8500000.00,8595276.00
1100000.00,1657216.38
280000.00,325181.09
7000000.00,6921306.00
1200000.00,1634851.50
120000.00,-70264.09
2600000.00,3019242.00
0.00,192739.38
13000000.00,12828650.00
875000.00,862302.56
350000.00,285933.53
1300000.00,1334744.38
700000.00,704747.06
575000.00,592330.38
1000000.00,892614.56
2700000.00,2361718.00
1100000.00,832615.38
325000.00,355852.91
875000.00,816461.62
290000.00,308055.50
110000.00,195993.38
1000000.00,1002732.38
2600000.00,2214123.00
50000.00,144091.27
1100000.00,1113105.25
300000.00,285933.53
15500000.00,14036956.00
3400000.00,3070505.75
425000.00,419065.75
700000.00,780726.50
280000.00,271728.84
1200000.00,1084058.88
1800000.00,1834993.38
17500000.00,16959826.00
40000.00,17779.34
475000.00,829524.62
90000.00,195993.38
550000.00,554258.19
850000.00,843370.25
600000.00,685974.25
25000000.00,25239272.00
250000.00,285933.53
650000.00,633364.00
550000.00,484502.75
3100000.00,3313369.25
1900000.00,2158019.50
180000.00,222960.91
650000.00,765854.31
270000.00,204667.53
475000.00,594876.38
7500000.00,8396508.00
875000.00,1057097.50
475000.00,454313.31
170000.00,236081.41
270000.00,268062.66
170000.00,208756.25
425000.00,326373.09
650000.00,615645.06
1200000.00,952394.12
0.00,-38432.80
230000.00,271728.84
400000.00,480408.50
2500000.00,2234557.75
280000.00,310976.41
2500000.00,2594079.25
250000.00,259395.17
450000.00,430388.16
7500000.00,7410023.50
80000.00,144091.27
2400000.00,2177065.75
700000.00,709097.69
240000.00,385511.66
140000.00,210198.03
10000000.00,10633118.00
0.00,-210482.41
290000.00,233523.27
350000.00,355852.91
475000.00,517394.56
1100000.00,1086114.38
160000.00,156854.14
500000.00,486522.88
850000.00,744518.19
1600000.00,1610474.00
12500000.00,13942412.00
450000.00,396228.91
525000.00,494915.34
7000000.00,8684024.00
60000.00,144091.27
120000.00,112907.38
1000000.00,1082697.00
375000.00,310976.41
90000.00,195993.38
10500000.00,9884314.00
1000000.00,963216.75
1200000.00,1076899.12
2400000.00,2681860.00
0.00,4782.07
3000000.00,3067893.50
5000000.00,5263213.50
525000.00,564669.06
130000.00,195993.38
425000.00,320429.06
40000.00,187109.56
3000000.00,3390322.00
40000.00,144091.27
425000.00,431366.72
0.00,-682500.75
1200000.00,1073087.12
1100000.00,1183703.25
1900000.00,2332649.50
425000.00,484502.75
500000.00,434389.03
350000.00,397711.25
110000.00,195993.38
0.00,790080.12
110000.00,195993.38
400000.00,445571.41
0.00,-152305.34
775000.00,847931.75
525000.00,502459.62
160000.00,221559.72
525000.00,670096.31
475000.00,559038.19
850000.00,709921.44
350000.00,336542.84
110000.00,195993.38
675000.00,600050.75
1100000.00,995596.44
7500000.00,7443374.00
500000.00,769130.94
4500000.00,6300135.00
6500000.00,6005265.00
1100000.00,1171798.88
1400000.00,1356192.62
925000.00,1029587.38
775000.00,683735.94
6000000.00,6041400.00
27500000.00,26786396.00
1000000.00,890107.00
525000.00,570968.31
925000.00,889930.06
90000.00,195993.38
675000.00,1064967.12
300000.00,310976.41
625000.00,557754.81
650000.00,1313330.88
7500000.00,7284514.50
425000.00,1263614.38
4900000.00,4997046.50
120000.00,215372.44
1900000.00,1887697.88
130000.00,208756.25
110000.00,195993.38
400000.00,300515.47
60000.00,175436.08
4700000.00,5109266.00
240000.00,-70124.53
1700000.00,1654840.12
270000.00,273237.06
2100000.00,1948693.75
7000000.00,7083011.00
1000000.00,1069825.38
1500000.00,1421427.62
2300000.00,1760893.38
975000.00,862580.25
725000.00,785233.38
375000.00,394556.97
210000.00,458778.12
290000.00,316150.81
9500000.00,9875888.00
24000000.00,25212758.00
300000.00,386585.59
10500000.00,10251042.00
1200000.00,987463.38
300000.00,313267.84
925000.00,926095.19
1100000.00,1213016.50
230000.00,100029.68
625000.00,899967.50
675000.00,622022.00
80000.00,195993.38
800000.00,727383.06
725000.00,766521.81
900000.00,873339.69
650000.00,559038.19
8500000.00,8655984.00
425000.00,465963.44
220000.00,285933.53
120000.00,195993.38
10000000.00,9395184.00
325000.00,271728.84
1400000.00,1164380.88
825000.00,758970.00
950000.00,908555.38
1700000.00,1904884.00
1100000.00,994100.19
5500000.00,4851729.50
425000.00,475161.12
750000.00,781919.81
625000.00,631839.94
27000000.00,26771534.00
270000.00,273237.06
775000.00,983586.81
625000.00,653771.06
190000.00,241255.81
2400000.00,2534786.00
6500000.00,7274403.00
1300000.00,1382612.62
325000.00,350747.53
70000.00,144091.27
425000.00,465963.44
180000.00,80439.98
975000.00,1127309.75
5000000.00,6279965.50
600000.00,576627.56
1500000.00,1576602.75
270000.00,195541.11
110000.00,144091.27
475000.00,380664.38
750000.00,648596.69
2500000.00,2790091.00
1000000.00,953329.62
600000.00,553226.12
240000.00,221876.78
20000.00,-152305.34
1100000.00,1230516.38
950000.00,916366.06
2400000.00,2339757.00
6000000.00,5548425.00
130000.00,175436.08
2800000.00,2483170.50
180000.00,-64138.23
8000000.00,7288858.50
325000.00,361027.31
240000.00,308078.97
8500000.00,8525254.00
825000.00,653771.06
1200000.00,1291889.88
11500000.00,11313092.00
300000.00,293207.81
500000.00,471137.84
3700000.00,3763070.50
875000.00,749939.69
1400000.00,1313638.88
350000.00,465963.44
170000.00,208756.25
7500000.00,7562861.00
3300000.00,3196147.75
2400000.00,2323735.50
2600000.00,2601456.75
325000.00,369388.12
600000.00,548051.75
3500000.00,3376263.75
1400000.00,1201437.75
1500000.00,1402925.00
700000.00,548051.75
650000.00,749098.44
2700000.00,2720282.25
240000.00,236081.41
100000.00,179171.19
140000.00,197805.72
140000.00,208756.25
60000.00,176357.45
675000.00,668128.12
80000.00,206488.66
500000.00,609992.00
280000.00,285933.53
825000.00,791788.06
700000.00,758970.00
30000.00,175436.08
825000.00,890432.31
325000.00,310976.41
675000.00,653771.06
220000.00,175436.08
3200000.00,3327830.50
3800000.00,3641080.75
800000.00,728089.88
400000.00,433270.44
1100000.00,1017044.69
525000.00,486522.88
130000.00,-75153.86
3000000.00,2876723.25
675000.00,582212.19
0.00,-249929.88
70000.00,-148161.22
850000.00,940299.88
950000.00,995596.44
10000000.00,9729832.00
850000.00,839425.69
6500000.00,5429757.50
725000.00,653771.06
300000.00,325181.09
775000.00,668896.94
3900000.00,3978973.25
750000.00,724126.12
0.00,35343.39
325000.00,325181.09
400000.00,73940.64
20000000.00,19214024.00
400000.00,404799.31
800000.00,740223.06
400000.00,426192.31
425000.00,652884.12
300000.00,355852.91
1100000.00,881601.94
475000.00,89417.98
1400000.00,1409293.00
800000.00,1194972.62
600000.00,582400.12
240000.00,215524.11
325000.00,326373.09
575000.00,624791.25
2200000.00,2214158.50
2300000.00,1931089.38
400000.00,440397.00
6000000.00,5375572.00
1800000.00,1715849.25
1900000.00,1857957.25
325000.00,370057.59
3900000.00,3661645.00
900000.00,1135070.62
775000.00,816461.62
100000.00,240805.95
300000.00,294966.16
625000.00,477755.66
3900000.00,3968598.00
725000.00,1021344.50
110000.00,-69523.22
34000000.00,32523418.00
250000.00,311690.53
180000.00,252617.56
30000000.00,31062646.00
325000.00,251171.58
950000.00,1064198.38
80000.00,195993.38
11000000.00,12394454.00
2400000.00,2819480.00
925000.00,871462.94
250000.00,271728.84
120000.00,158295.92
50000.00,195993.38
180000.00,222960.91
10000000.00,9295892.00
725000.00,883069.69
270000.00,268062.66
600000.00,643599.81
190000.00,327744.88
40000.00,144091.27
300000.00,353038.97
650000.00,589643.69
550000.00,519266.88
2700000.00,2596640.25
280000.00,274928.25
575000.00,611224.31
2800000.00,2645186.00
1700000.00,1861597.00
3100000.00,3284086.50
0.00,-301210.31
900000.00,949781.38
1100000.00,1092466.12
675000.00,653771.06
875000.00,744765.31
8500000.00,8127646.00
13000000.00,11687504.00
300000.00,311499.97
1500000.00,1436358.38
130000.00,195993.38
260000.00,285933.53
1100000.00,1213016.50
675000.00,633364.00
240000.00,271728.84
200000.00,123135.36
2000000.00,1733842.50
9500000.00,9315914.00
180000.00,195993.38
26000000.00,24458824.00
500000.00,524274.06
750000.00,793474.94
375000.00,431366.72
220000.00,228802.44
260000.00,236081.41
4700000.00,4769431.00
7000000.00,6757910.50
160000.00,261647.78
4000000.00,3796432.00
325000.00,276903.25
1700000.00,1758796.38
650000.00,606535.06
4000000.00,3326096.50
825000.00,683360.81
650000.00,674163.12
7500000.00,7024420.00
50000.00,144091.27
0.00,-395979.94
15500000.00,14945714.00
3000000.00,4634284.00
400000.00,426192.31
325000.00,311499.97
70000.00,195993.38
3200000.00,3222396.25
40000.00,175436.08
625000.00,559038.19
9000000.00,10185806.00
875000.00,830006.56
850000.00,829669.69
8500000.00,8715994.00
650000.00,1026020.50
0.00,4155667.75
375000.00,484502.75
900000.00,949346.62
1200000.00,1092171.38
180000.00,208756.25
675000.00,885431.94
290000.00,378418.41
3600000.00,4034954.50
290000.00,378418.41
2800000.00,2847582.50
975000.00,913729.75
6500000.00,5983912.00
250000.00,285933.53
8500000.00,8116947.50
170000.00,267967.38
700000.00,674163.12
1200000.00,1233451.00
475000.00,829524.62
650000.00,631839.94
230000.00,219772.16
1400000.00,1623932.38
975000.00,836733.56
9000000.00,8924054.00
1300000.00,1276895.00
600000.00,578792.50
475000.00,665510.50
300000.00,271728.84
0.00,-131084.48
2400000.00,2344216.75
50000.00,195993.38
400000.00,302238.09
9500000.00,8633310.00
5500000.00,4612689.50
26000000.00,24530708.00
1700000.00,1586548.50
210000.00,206493.89
425000.00,484502.75
10500000.00,9904528.00
45000000.00,49045112.00
675000.00,613778.62
850000.00,963216.75
550000.00,556106.56
120000.00,195993.38
0.00,-12039.36
2900000.00,2731940.75
10500000.00,10913978.00
41500000.00,53750852.00
2200000.00,2418323.25
375000.00,438748.97
450000.00,476893.19
3700000.00,3190150.75
500000.00,465963.44
130000.00,144091.27
2800000.00,2368913.50
2800000.00,2501540.25
300000.00,463521.47
260000.00,336542.84
7000000.00,7558822.00
875000.00,791788.06
0.00,-137774.69
290000.00,470456.88
350000.00,271728.84
51500000.00,50116116.00
8000000.00,8808008.00
875000.00,965716.19
4900000.00,5042624.50
750000.00,781919.81
525000.00,557754.81
3000000.00,3741690.50
1700000.00,2403290.75
180000.00,-64138.23
700000.00,634589.19
475000.00,519266.88
60000.00,144091.27
3900000.00,3802778.50
4300000.00,4341000.50
1900000.00,1682627.75
230000.00,328081.75
450000.00,370057.59
550000.00,481563.78
10000000.00,10473716.00
400000.00,440397.00
1400000.00,1398565.00
50000.00,195993.38
950000.00,893249.25
1700000.00,2194223.00
550000.00,503881.84
900000.00,815120.38
300000.00,370057.59
900000.00,908555.38
0.00,-308324.72
650000.00,704906.56
300000.00,375232.00
4900000.00,4797358.50
750000.00,724126.12
2400000.00,2051505.50
525000.00,594876.38
325000.00,310976.41
1300000.00,1270478.00
925000.00,945669.25
300000.00,264867.97
550000.00,577133.88
1300000.00,1205073.12
825000.00,777205.19
5000000.00,4398514.50
17500000.00,16113284.00
825000.00,972904.06
20000000.00,17631738.00
3100000.00,2906100.75
875000.00,781625.94
160000.00,228135.31
5000000.00,4566722.00
450000.00,571959.50
12000000.00,12301560.00
140000.00,195993.38
200000.00,236081.41
375000.00,370057.59
750000.00,679337.50
7000000.00,7617610.50
8000000.00,7525672.00
270000.00,325181.09
12000000.00,11938072.00
28500000.00,27592712.00
525000.00,647568.69
1200000.00,1108791.62
15500000.00,14743510.00
7500000.00,7756614.50
550000.00,926327.31
90000.00,195993.38
290000.00,389780.16
1300000.00,1309973.75
475000.00,557754.81
22000000.00,22461848.00
7500000.00,7330846.50
1200000.00,1122207.50
2600000.00,2877663.50
400000.00,370057.59
3800000.00,3749598.25
150000.00,80519.70
1900000.00,2005898.38
270000.00,325181.09
2500000.00,3032890.25
1200000.00,1873658.00
525000.00,557754.81
1600000.00,1708362.25
475000.00,430302.06
120000.00,195993.38
2400000.00,2007777.38
750000.00,651219.00
900000.00,901421.38
550000.00,568195.44
2700000.00,2693131.50
6500000.00,6712589.50
350000.00,285933.53
14500000.00,13590528.00
220000.00,221876.78
140000.00,-49933.55
60000.00,144091.27
650000.00,632290.06
675000.00,708927.25
17500000.00,20129394.00
210000.00,195993.38
750000.00,805992.75
375000.00,310976.41
15500000.00,16424506.00
1100000.00,1332015.25
675000.00,817817.12
600000.00,665458.19
280000.00,311499.97
925000.00,790196.38
230000.00,85824.99
725000.00,606723.62
1100000.00,1274550.62
7500000.00,7670443.00
180000.00,195993.38
17000000.00,16076548.00
180000.00,222960.91
875000.00,928718.88
625000.00,625676.12
1200000.00,1174332.38
1400000.00,1551991.88
500000.00,616986.38
180000.00,221876.78
1100000.00,990608.69
60000.00,195993.38
10500000.00,10938046.00
220000.00,221876.78
8500000.00,7902849.00
525000.00,576162.12
325000.00,355852.91
375000.00,498707.44
24500000.00,23499794.00
70000.00,173996.78
110000.00,195993.38
9000000.00,8256759.00
200000.00,204667.53
600000.00,655416.19
450000.00,611023.19
220000.00,236081.41
3300000.00,3608922.50
240000.00,201319.48
2300000.00,2244105.75
350000.00,310976.41
250000.00,285933.53
750000.00,674163.12
1400000.00,1417376.75
1100000.00,995596.44
700000.00,855165.94
900000.00,1167585.75
1200000.00,1075911.75
1800000.00,1866200.88
7000000.00,6979772.50
725000.00,692170.50
180000.00,195993.38
675000.00,621303.44
925000.00,1047113.44
140000.00,195993.38
160000.00,195993.38
1000000.00,936120.25
1300000.00,1200955.00
50000.00,195993.38
50000.00,195993.38
550000.00,520936.69
600000.00,489740.94
375000.00,316674.38
2900000.00,2418987.25
80000.00,144091.27
2900000.00,2532855.50
525000.00,574316.94
180000.00,158295.92
2800000.00,3098975.50
450000.00,337093.34
180000.00,144091.27
100000.00,195993.38
180000.00,144091.27
280000.00,336542.84
1400000.00,1703948.12
400000.00,445666.78
2500000.00,3045652.00
725000.00,724205.88
475000.00,449138.91
50000.00,144091.27
0.00,-304662.00
210000.00,188198.95
150000.00,206396.41
1400000.00,1642237.75
1100000.00,981391.75
850000.00,766149.38
4800000.00,5367976.00
140000.00,111773.63
240000.00,236081.41
120000.00,208756.25
1400000.00,1773255.38
325000.00,310976.41
270000.00,350747.53
5000000.00,5065262.50
290000.00,214597.75
6500000.00,6919084.00
600000.00,555831.06
1700000.00,1473527.25
6000000.00,5490568.00
40000.00,-84779.02
240000.00,280761.47
1100000.00,1270579.12
300000.00,484661.56
850000.00,1230516.38
8000000.00,8370442.50
3100000.00,3187393.25
400000.00,336542.84
675000.00,621303.44
2000000.00,2737048.00
550000.00,557754.81
550000.00,423280.66
230000.00,285933.53
0.00,-2534432.75
350000.00,321072.78
5500000.00,4766166.50
1200000.00,920841.62
150000.00,210198.03
725000.00,659054.94
2700000.00,2698101.00
425000.00,535547.12
475000.00,544833.50
900000.00,1566024.75
2000000.00,1846551.38
1400000.00,1197664.75
200000.00,250089.66
1100000.00,910499.06
130000.00,135289.44
925000.00,1001043.06
575000.00,653771.06
1400000.00,1169555.25
500000.00,498707.44
250000.00,236081.41
120000.00,-56059.42
625000.00,654863.81
350000.00,271728.84
2400000.00,2185296.50
6000000.00,5738589.00
750000.00,1042827.94
2800000.00,2833321.50
1100000.00,926619.12
325000.00,361027.31
825000.00,866323.31
1300000.00,1197716.50
800000.00,718951.75
9000000.00,9004560.00
250000.00,263202.47
210000.00,144091.27
850000.00,744518.19
5500000.00,5177613.50
90000.00,210198.03
425000.00,478082.56
500000.00,785619.88
20500000.00,22499412.00
825000.00,934208.75
250000.00,143962.05
1900000.00,1781592.50
220000.00,119937.44
1200000.00,1200661.00
750000.00,974208.25
13500000.00,14203760.00
675000.00,594876.38
350000.00,413344.56
6000000.00,6387527.00
50000.00,144091.27
9500000.00,10372986.00
70000.00,-152041.31
270000.00,293207.81
600000.00,541626.38
2900000.00,2785212.75
210000.00,221876.78
400000.00,465788.78
120000.00,195993.38
7500000.00,7414969.50
575000.00,647568.69
3100000.00,2938306.25
550000.00,570311.25
1000000.00,936700.81
1600000.00,1769855.50
2300000.00,2345752.00
1000000.00,915673.44
4100000.00,4237258.50
325000.00,480430.91
800000.00,777205.19
100000.00,158295.92
2500000.00,2436118.75
230000.00,285933.53
325000.00,334226.41
375000.00,364967.25
725000.00,805625.44
60000.00,195993.38
